issue,device,severity,urgent,rating,num_reviews,success_rate,experience_years,distance_km,response_time_min,base_price,service_type,availability,selected
not_working,router,low,no,4.7,1472,0.36,7,0.61,35,1043,home_service,available,1
strange_noise,printer,low,yes,4.1,546,0.39,15,12.24,23,2474,shop_visit,available,1
power_issue,printer,low,yes,2.8,308,0.55,1,3.77,16,1572,shop_visit,available,0
strange_noise,scanner,high,yes,4.8,2121,0.83,9,2.08,82,2019,shop_visit,busy,1
broken_screen,cctv,medium,yes,1.7,2556,0.79,0,1.38,88,751,home_service,busy,0
not_working,laptop,medium,no,3.6,1497,0.34,15,7.38,46,2111,home_service,busy,1
slow_performance,scanner,medium,yes,2.4,1130,0.61,15,5.29,89,1595,home_service,available,1
strange_noise,laptop,low,yes,3.9,838,0.33,7,1.84,80,861,shop_visit,available,0
broken_screen,desktop,high,no,1.6,2973,0.35,6,3.32,23,1467,home_service,busy,0
broken_screen,laptop,high,yes,2.7,1342,0.31,8,10.31,50,951,shop_visit,busy,0
wifi_issue,printer,medium,no,3.2,2311,0.56,14,14.51,8,1057,home_service,available,1
overheating,scanner,high,no,4.8,1395,0.92,4,6.55,32,2319,home_service,busy,1
strange_noise,scanner,high,no,4.7,2667,0.65,13,8.43,99,1160,home_service,available,0
wifi_issue,router,low,no,4.2,1384,0.33,0,4.06,26,1828,home_service,available,1
broken_screen,printer,high,yes,3.1,831,0.7,7,4.54,106,2056,shop_visit,busy,0
slow_performance,cctv,high,yes,3.6,1506,0.51,1,9.42,108,2870,shop_visit,available,0
strange_noise,printer,medium,yes,1.9,192,0.65,8,12.46,97,804,shop_visit,available,0
wifi_issue,router,medium,no,3.5,1442,0.56,3,7.28,95,1184,shop_visit,available,1
wifi_issue,scanner,high,no,1.6,2243,0.73,2,5.7,114,1321,home_service,busy,0
slow_performance,cctv,high,yes,3.8,108,0.54,0,5.35,59,2857,home_service,busy,1
strange_noise,laptop,medium,yes,5.0,533,0.31,1,1.42,64,1461,shop_visit,offline,1
not_working,desktop,high,yes,3.5,2160,0.73,3,7.53,75,1189,home_service,busy,0
strange_noise,printer,medium,no,3.2,2677,0.87,11,3.85,27,2010,shop_visit,busy,1
not_working,laptop,high,no,3.5,1075,0.39,8,8.51,6,894,home_service,available,1
overheating,printer,medium,yes,2.9,1990,0.45,2,14.41,98,575,home_service,available,1
slow_performance,desktop,high,no,3.3,842,0.64,3,4.9,52,683,home_service,busy,1
wifi_issue,laptop,low,no,3.0,2435,0.62,7,11.6,31,2158,shop_visit,busy,0
broken_screen,scanner,medium,no,3.0,2645,0.92,10,8.4,114,1622,home_service,busy,1
power_issue,cctv,medium,yes,3.9,485,0.38,0,9.61,55,1239,home_service,available,1
power_issue,scanner,low,no,4.5,1622,0.53,14,2.59,5,787,shop_visit,available,0
slow_performance,desktop,low,no,2.0,1965,0.89,1,2.48,65,1320,home_service,offline,0
power_issue,printer,low,yes,4.5,2550,0.67,7,9.31,80,1978,home_service,available,1
wifi_issue,printer,medium,yes,3.7,1660,0.38,6,7.57,58,2405,shop_visit,available,0
not_working,scanner,low,yes,3.0,1563,0.41,2,0.71,65,357,home_service,available,0
wifi_issue,router,medium,yes,3.2,803,0.75,8,6.96,10,639,shop_visit,available,0
strange_noise,cctv,medium,yes,1.9,1675,0.53,8,13.4,97,2031,shop_visit,offline,0
slow_performance,router,medium,yes,2.3,1608,0.82,0,1.06,94,1815,shop_visit,available,1
slow_performance,scanner,medium,yes,3.9,2864,0.81,8,13.13,86,1280,shop_visit,available,1
overheating,cctv,low,yes,2.9,823,0.77,12,10.24,63,1216,home_service,available,1
wifi_issue,printer,low,yes,2.8,2365,0.44,1,9.17,22,2787,shop_visit,available,0
slow_performance,laptop,medium,no,5.0,487,0.54,13,5.84,20,1811,shop_visit,available,0
overheating,laptop,high,yes,3.0,912,0.74,13,1.65,115,895,home_service,available,1
strange_noise,router,medium,yes,4.0,876,0.39,13,0.54,117,691,shop_visit,available,1
overheating,router,high,yes,1.6,396,0.36,14,10.16,100,2688,shop_visit,available,1
broken_screen,scanner,medium,no,4.4,2638,0.45,0,11.61,79,1802,shop_visit,available,1
strange_noise,cctv,low,no,3.8,998,0.72,5,2.65,106,2793,shop_visit,available,0
broken_screen,laptop,low,no,3.3,407,0.32,9,10.89,62,1686,shop_visit,available,1
broken_screen,scanner,medium,yes,4.8,2482,0.51,7,11.88,64,1556,shop_visit,available,1
strange_noise,router,low,yes,1.6,431,0.6,11,12.24,36,1742,home_service,available,0
broken_screen,laptop,high,yes,2.9,513,0.34,13,8.94,45,1095,home_service,available,1
power_issue,scanner,medium,yes,4.8,1493,0.36,1,4.33,61,869,shop_visit,available,0
overheating,cctv,medium,yes,2.2,599,0.83,15,1.6,97,2003,shop_visit,available,0
slow_performance,cctv,medium,no,3.3,1438,0.56,6,5.28,67,853,shop_visit,busy,0
strange_noise,router,medium,no,2.8,2727,0.84,4,2.72,17,976,shop_visit,available,1
strange_noise,scanner,high,yes,3.8,2780,0.9,1,9.3,92,2485,home_service,available,1
wifi_issue,scanner,medium,yes,2.5,1044,0.42,14,9.39,71,696,home_service,available,1
broken_screen,laptop,medium,no,4.5,2768,0.59,14,13.24,105,2779,home_service,available,1
power_issue,scanner,high,yes,2.3,2329,0.61,10,13.08,97,894,home_service,available,0
power_issue,laptop,medium,yes,2.7,2743,0.8,3,1.95,115,2826,shop_visit,available,0
not_working,cctv,low,yes,3.8,669,0.76,5,4.41,20,2098,home_service,busy,1
overheating,desktop,medium,no,2.0,1652,0.86,15,1.5,86,433,home_service,busy,0
wifi_issue,laptop,low,yes,1.6,1603,0.38,4,4.53,13,1048,shop_visit,offline,0
broken_screen,laptop,low,yes,4.4,2441,0.74,9,2.68,89,331,home_service,available,1
power_issue,desktop,low,no,2.2,209,0.38,13,10.29,68,2882,shop_visit,available,0
power_issue,router,medium,yes,2.6,1883,0.74,7,12.33,79,1208,home_service,available,0
slow_performance,router,high,no,2.2,539,0.44,2,12.31,106,1668,home_service,available,0
power_issue,laptop,medium,yes,4.7,2608,0.66,15,11.31,31,834,home_service,available,1
slow_performance,printer,medium,no,3.8,2166,0.82,12,4.24,98,2491,shop_visit,available,0
wifi_issue,printer,medium,no,3.8,2360,0.44,1,8.4,120,2119,home_service,busy,1
strange_noise,printer,medium,yes,3.5,983,0.94,6,11.76,30,650,home_service,available,1
power_issue,desktop,low,no,2.5,2551,0.37,0,4.86,32,1740,shop_visit,busy,1
power_issue,scanner,high,yes,2.4,906,0.85,0,6.15,50,2107,home_service,offline,0
power_issue,printer,low,no,4.7,2893,0.53,10,3.17,78,345,shop_visit,available,1
slow_performance,router,medium,yes,2.1,941,0.58,1,2.47,8,2796,home_service,available,0
wifi_issue,router,medium,yes,3.9,1428,0.92,14,12.78,9,1689,shop_visit,offline,0
broken_screen,scanner,medium,yes,3.4,2009,0.3,12,1.45,81,2748,shop_visit,busy,1
power_issue,laptop,medium,yes,1.9,793,0.64,15,8.14,18,1537,shop_visit,available,1
not_working,laptop,medium,no,3.1,442,0.37,4,2.38,58,1802,home_service,busy,1
broken_screen,printer,high,yes,4.8,2157,0.51,15,2.94,84,1273,home_service,available,1
overheating,router,high,no,2.5,714,0.75,0,4.44,58,1958,home_service,available,0
broken_screen,printer,low,no,2.4,2316,0.81,2,8.72,106,2065,shop_visit,available,0
overheating,router,low,no,3.3,2941,0.9,12,8.6,45,879,home_service,available,0
overheating,laptop,low,yes,2.8,1958,0.36,2,14.89,113,952,home_service,available,0
power_issue,printer,low,yes,2.6,2879,0.48,13,3.58,15,1527,shop_visit,busy,1
slow_performance,desktop,medium,yes,4.8,1022,0.57,3,8.89,68,508,home_service,busy,1
wifi_issue,cctv,medium,yes,2.7,1522,0.34,15,8.71,50,810,home_service,available,0
not_working,router,medium,yes,4.2,1604,0.88,12,12.75,5,386,home_service,busy,1
broken_screen,scanner,high,yes,3.6,317,0.62,14,9.14,62,360,home_service,offline,1
slow_performance,scanner,medium,yes,2.3,945,0.92,10,14.22,53,2534,shop_visit,busy,1
overheating,router,low,no,4.8,1963,0.67,4,13.46,116,1788,shop_visit,offline,1
wifi_issue,router,low,yes,4.4,790,0.78,9,9.27,50,1887,shop_visit,available,1
power_issue,router,low,no,4.8,1850,0.67,13,2.15,80,1544,shop_visit,busy,0
not_working,desktop,high,no,3.4,358,0.94,15,7.72,53,677,home_service,available,1
wifi_issue,scanner,high,yes,2.4,2421,0.67,6,6.77,89,2899,shop_visit,busy,0
wifi_issue,cctv,low,yes,2.9,1263,0.62,15,4.46,34,693,home_service,busy,0
overheating,desktop,high,yes,3.7,1419,0.3,11,2.44,33,2955,home_service,available,0
strange_noise,scanner,medium,no,1.7,570,0.5,15,7.83,94,1028,home_service,busy,0
power_issue,printer,medium,yes,2.5,879,0.65,15,7.43,61,2857,shop_visit,available,1
broken_screen,cctv,medium,yes,2.9,823,0.46,5,13.14,49,2101,shop_visit,available,0
overheating,scanner,low,no,1.7,2497,0.64,14,3.22,96,2587,shop_visit,busy,0
overheating,printer,low,yes,4.4,2005,0.52,15,12.74,87,2056,shop_visit,busy,0
strange_noise,cctv,medium,yes,4.5,566,0.62,11,4.05,116,2194,home_service,available,1
strange_noise,scanner,low,yes,2.1,2893,0.77,15,10.71,66,1579,shop_visit,busy,1
strange_noise,laptop,low,yes,4.6,482,0.45,4,10.4,76,2933,home_service,busy,1
strange_noise,scanner,high,no,4.0,231,0.42,8,6.16,9,1376,home_service,available,1
not_working,laptop,medium,yes,3.9,1720,0.52,6,10.11,35,453,home_service,busy,1
not_working,scanner,medium,no,4.4,660,0.44,6,9.82,36,2904,shop_visit,available,1
slow_performance,printer,low,yes,4.0,505,0.37,5,1.3,73,1500,shop_visit,offline,1
power_issue,router,high,yes,1.7,896,0.33,9,3.56,65,1892,home_service,available,0
broken_screen,laptop,high,no,2.1,252,0.44,7,0.98,100,2714,shop_visit,available,0
strange_noise,router,high,no,4.7,2955,0.92,11,7.85,21,2579,shop_visit,available,1
power_issue,cctv,low,yes,4.8,2784,0.49,4,1.53,32,1932,shop_visit,available,1
not_working,scanner,low,no,3.9,2945,0.3,5,6.5,14,2329,shop_visit,available,0
broken_screen,desktop,medium,yes,4.6,507,0.65,7,11.64,111,565,shop_visit,available,1
strange_noise,cctv,low,yes,3.4,2584,0.38,13,3.05,42,2769,home_service,available,0
overheating,scanner,low,yes,3.2,2415,0.42,7,8.64,52,2129,home_service,available,1
broken_screen,scanner,medium,no,4.8,381,0.47,12,13.98,15,1465,home_service,offline,0
overheating,desktop,medium,no,2.5,2824,0.56,10,8.07,11,762,home_service,available,0
power_issue,router,low,yes,4.2,2939,0.63,13,8.88,47,2539,shop_visit,available,0
power_issue,printer,medium,no,3.4,190,0.83,14,11.93,34,535,shop_visit,available,1
power_issue,router,high,yes,2.9,1540,0.76,4,14.66,61,2977,home_service,available,1
wifi_issue,cctv,high,no,2.3,2914,0.33,9,14.63,68,854,shop_visit,busy,0
power_issue,printer,high,yes,1.6,168,0.89,4,6.11,115,356,shop_visit,available,0
slow_performance,printer,low,yes,4.4,1919,0.5,13,14.24,49,2724,shop_visit,busy,1
wifi_issue,desktop,high,yes,3.6,2815,0.75,12,12.51,74,1388,shop_visit,available,1
broken_screen,desktop,medium,yes,3.1,2752,0.4,7,13.8,115,2111,home_service,available,1
wifi_issue,printer,medium,yes,4.0,2639,0.87,7,9.95,72,817,home_service,available,0
wifi_issue,scanner,high,yes,4.2,836,0.66,2,14.93,70,1199,home_service,available,1
strange_noise,laptop,low,yes,4.6,1382,0.7,1,12.75,78,2857,shop_visit,available,1
broken_screen,printer,high,yes,2.8,2197,0.77,13,13.09,39,1161,shop_visit,available,0
power_issue,laptop,medium,no,4.3,2117,0.92,3,5.03,41,2137,shop_visit,available,1
power_issue,laptop,high,yes,2.9,628,0.31,7,14.35,53,2671,shop_visit,available,0
overheating,router,medium,yes,1.7,261,0.89,7,12.64,107,668,home_service,busy,1
wifi_issue,router,low,no,2.1,1720,0.34,13,12.24,109,2366,shop_visit,available,0
overheating,laptop,medium,no,2.6,352,0.91,15,1.55,23,224,home_service,available,1
broken_screen,scanner,high,no,3.0,724,0.76,6,4.69,47,963,home_service,available,0
strange_noise,desktop,medium,yes,4.8,2323,0.31,3,10.14,12,1201,shop_visit,offline,0
not_working,desktop,medium,yes,4.1,2400,0.6,6,3.48,29,2422,home_service,available,1
power_issue,router,high,yes,3.1,1144,0.59,1,8.62,101,1541,shop_visit,available,1
overheating,desktop,high,no,4.0,1916,0.94,13,7.58,56,980,shop_visit,available,1
slow_performance,cctv,medium,yes,3.0,526,0.94,5,12.61,32,387,shop_visit,offline,0
wifi_issue,desktop,medium,no,4.2,1718,0.85,11,10.55,79,1105,home_service,busy,1
not_working,laptop,low,no,4.8,1185,0.83,7,14.75,94,1839,home_service,busy,0
strange_noise,desktop,medium,yes,4.0,280,0.72,0,9.41,11,318,shop_visit,busy,1
broken_screen,desktop,medium,no,4.4,983,0.74,5,6.09,67,2940,shop_visit,offline,0
broken_screen,desktop,low,no,1.6,2894,0.47,9,1.74,27,2989,home_service,busy,1
strange_noise,scanner,medium,no,3.9,1355,0.34,1,1.86,70,512,shop_visit,available,1
overheating,printer,low,yes,4.7,80,0.89,10,4.43,62,2645,shop_visit,available,1
broken_screen,router,medium,no,3.6,2709,0.68,5,5.55,104,885,shop_visit,available,0
broken_screen,desktop,low,no,2.7,2920,0.38,1,6.26,20,1687,shop_visit,available,1
slow_performance,laptop,high,yes,4.7,2033,0.48,3,3.73,22,2946,home_service,available,1
wifi_issue,laptop,high,yes,2.9,686,0.34,4,11.38,33,2548,shop_visit,available,0
overheating,router,high,no,3.2,155,0.88,12,5.88,108,1391,shop_visit,busy,1
slow_performance,printer,high,yes,1.7,2425,0.44,0,7.52,86,911,home_service,available,0
power_issue,desktop,medium,yes,4.1,1784,0.92,9,13.79,98,728,home_service,available,0
slow_performance,cctv,medium,no,2.5,1522,0.75,7,1.34,59,532,shop_visit,available,1
power_issue,printer,medium,no,3.8,11,0.73,4,1.85,53,1980,home_service,available,0
broken_screen,cctv,high,yes,1.9,224,0.6,3,12.42,88,2255,shop_visit,available,0
not_working,scanner,low,no,1.6,2590,0.57,10,10.16,28,1396,shop_visit,available,1
strange_noise,scanner,high,yes,4.1,104,0.74,12,11.73,103,2311,shop_visit,busy,1
not_working,printer,high,no,2.1,2439,0.64,7,1.43,115,1358,shop_visit,available,1
not_working,scanner,high,yes,2.0,277,0.79,14,1.65,13,1267,home_service,busy,0
strange_noise,router,high,yes,3.0,199,0.69,6,1.05,44,671,home_service,offline,0
not_working,laptop,low,no,3.9,2759,0.31,8,5.46,84,2800,shop_visit,busy,0
power_issue,printer,low,yes,3.6,922,0.74,8,8.4,14,2496,shop_visit,available,1
broken_screen,scanner,medium,yes,2.0,2800,0.51,10,13.79,59,1427,shop_visit,busy,0
power_issue,cctv,high,no,3.4,1641,0.8,10,8.39,106,386,shop_visit,available,1
wifi_issue,router,medium,no,4.0,11,0.72,15,0.51,22,787,shop_visit,available,1
strange_noise,router,low,no,5.0,978,0.54,13,2.88,90,2118,shop_visit,available,1
slow_performance,scanner,high,no,3.0,741,0.7,5,8.71,51,2112,home_service,available,0
wifi_issue,cctv,high,yes,3.3,1807,0.44,2,14.6,37,1777,home_service,available,1
broken_screen,laptop,low,yes,3.4,1540,0.32,3,3.65,73,1780,shop_visit,available,1
not_working,printer,high,yes,2.5,1535,0.78,9,4.36,61,1206,shop_visit,available,1
wifi_issue,desktop,medium,no,3.2,1318,0.55,11,14.45,62,1941,home_service,available,1
wifi_issue,scanner,high,yes,4.9,51,0.58,15,1.2,75,2142,home_service,available,0
overheating,router,low,no,3.3,593,0.78,9,7.91,92,1815,shop_visit,busy,1
wifi_issue,desktop,low,yes,1.7,464,0.46,4,4.67,79,1042,shop_visit,available,0
broken_screen,cctv,medium,yes,3.3,709,0.75,15,1.66,95,2786,shop_visit,available,1
not_working,scanner,medium,no,4.3,56,0.53,10,12.94,104,1607,home_service,busy,0
not_working,desktop,low,yes,2.0,2025,0.85,9,10.7,35,795,home_service,busy,0
wifi_issue,scanner,medium,yes,2.0,2663,0.52,7,14.5,103,1300,shop_visit,available,1
slow_performance,scanner,high,no,4.3,2366,0.62,1,11.85,21,2002,home_service,available,1
wifi_issue,printer,high,no,1.6,672,0.43,10,6.25,64,837,shop_visit,available,0
slow_performance,laptop,low,yes,2.2,1430,0.92,8,10.68,20,2014,shop_visit,available,0
strange_noise,printer,high,yes,1.9,1770,0.84,3,0.86,91,610,shop_visit,busy,0
overheating,router,high,yes,4.5,666,0.6,7,4.71,47,1000,shop_visit,available,1
not_working,cctv,medium,no,3.4,2400,0.46,0,2.83,7,306,home_service,busy,0
not_working,desktop,medium,no,2.8,1350,0.35,0,7.79,5,879,shop_visit,offline,0
wifi_issue,router,low,yes,3.4,1452,0.85,13,1.78,31,1965,shop_visit,available,1
slow_performance,router,medium,yes,2.0,1858,0.52,14,1.96,47,784,shop_visit,busy,0
power_issue,router,high,no,2.4,182,0.42,10,14.33,111,1346,home_service,available,1
overheating,printer,medium,yes,3.1,1911,0.87,7,9.21,97,2114,home_service,available,1
strange_noise,router,high,yes,4.6,1155,0.39,11,0.98,5,2466,home_service,available,0
power_issue,scanner,high,yes,2.7,796,0.71,7,8.22,36,460,shop_visit,busy,1
strange_noise,printer,medium,yes,4.3,654,0.53,6,9.34,111,477,shop_visit,available,1
wifi_issue,laptop,medium,yes,2.5,989,0.37,6,12.65,113,1964,shop_visit,busy,0
strange_noise,desktop,medium,no,3.3,1616,0.4,7,13.87,105,1755,home_service,available,1
not_working,printer,low,yes,4.9,2301,0.39,0,2.59,63,960,shop_visit,available,1
wifi_issue,cctv,low,yes,4.7,693,0.81,0,8.81,79,1003,home_service,available,1
slow_performance,desktop,high,no,2.3,2168,0.46,6,1.71,61,796,home_service,offline,1
not_working,cctv,high,yes,2.7,1949,0.5,6,14.99,52,565,home_service,available,0
not_working,cctv,low,no,4.6,654,0.44,3,3.62,27,2139,home_service,available,1
power_issue,desktop,high,no,4.0,1158,0.76,9,2.23,82,951,shop_visit,available,0
power_issue,laptop,medium,no,4.4,2896,0.64,5,1.61,7,2981,shop_visit,available,1
strange_noise,scanner,low,yes,2.5,1859,0.32,6,4.56,91,1890,home_service,available,0
power_issue,scanner,low,no,2.3,370,0.48,10,12.48,89,2385,home_service,available,0
broken_screen,laptop,low,no,3.0,1820,0.52,12,10.39,46,2738,shop_visit,available,0
not_working,printer,low,yes,5.0,568,0.56,12,12.22,118,1145,home_service,available,1
slow_performance,scanner,low,yes,3.7,2483,0.48,2,8.52,51,510,shop_visit,available,0
broken_screen,laptop,low,no,4.0,905,0.91,5,10.92,31,2601,shop_visit,available,1
strange_noise,laptop,low,yes,2.3,568,0.54,8,2.29,45,833,home_service,available,0
broken_screen,laptop,high,no,4.4,2424,0.56,0,6.77,99,1294,shop_visit,busy,1
power_issue,router,medium,yes,3.0,2345,0.44,2,10.75,98,298,home_service,busy,1
overheating,scanner,high,yes,1.8,1539,0.65,11,7.26,119,2432,home_service,busy,0
overheating,laptop,high,no,3.9,825,0.51,8,2.17,57,1818,shop_visit,busy,0
power_issue,scanner,medium,yes,1.7,1617,0.31,1,2.55,28,2479,shop_visit,available,0
not_working,cctv,medium,yes,1.6,307,0.57,1,1.7,8,2298,shop_visit,busy,1
broken_screen,scanner,low,yes,3.3,2857,0.57,0,3.2,90,579,shop_visit,offline,0
power_issue,router,high,yes,3.2,827,0.74,14,7.45,60,928,shop_visit,busy,1
slow_performance,scanner,low,no,2.5,2660,0.68,10,7.29,83,1104,home_service,available,1
broken_screen,router,medium,yes,3.0,248,0.52,14,14.92,105,878,shop_visit,offline,0
power_issue,router,medium,no,4.5,103,0.61,8,3.58,98,2004,home_service,available,0
slow_performance,router,low,no,3.3,2842,0.89,11,13.68,60,637,home_service,available,0
slow_performance,laptop,medium,yes,4.4,2549,0.65,9,2.27,16,2295,shop_visit,available,1
broken_screen,printer,low,yes,3.3,1758,0.71,4,4.3,46,618,shop_visit,offline,1
power_issue,printer,high,no,3.9,155,0.43,9,3.57,93,1238,home_service,busy,1
power_issue,laptop,low,no,1.9,371,0.64,5,12.83,10,204,home_service,available,0
broken_screen,router,low,yes,3.6,315,0.74,8,12.05,38,2032,shop_visit,available,1
slow_performance,laptop,low,no,5.0,766,0.43,2,2.96,101,1085,home_service,available,0
wifi_issue,desktop,low,no,4.1,460,0.35,5,3.73,42,2751,home_service,offline,0
broken_screen,scanner,medium,no,3.8,1512,0.82,11,9.33,78,1684,home_service,available,1
not_working,laptop,low,no,3.6,2346,0.66,10,4.34,36,2435,shop_visit,available,1
wifi_issue,desktop,high,no,4.9,1012,0.69,0,13.23,29,2999,home_service,offline,1
broken_screen,cctv,low,no,4.2,2604,0.58,4,14.99,13,1850,home_service,available,1
not_working,printer,medium,no,3.2,2989,0.64,14,4.75,5,1443,shop_visit,available,1
strange_noise,router,high,yes,2.4,227,0.78,6,1.0,105,2428,home_service,offline,0
strange_noise,laptop,medium,yes,1.7,603,0.57,1,12.01,54,1486,home_service,available,1
wifi_issue,desktop,medium,no,4.3,1964,0.63,13,13.05,103,1787,shop_visit,busy,1
overheating,cctv,high,no,2.8,2788,0.75,14,0.81,20,1194,shop_visit,available,1
wifi_issue,scanner,low,no,1.8,722,0.56,1,6.01,60,2890,home_service,available,0
overheating,laptop,low,no,2.3,2414,0.71,7,5.19,31,356,home_service,available,0
slow_performance,scanner,low,yes,3.1,2924,0.63,8,9.29,55,2612,home_service,available,1
power_issue,laptop,high,yes,3.3,1824,0.84,0,4.07,88,1562,home_service,busy,1
strange_noise,router,low,yes,4.0,2317,0.85,3,14.49,76,1092,shop_visit,offline,0
strange_noise,scanner,medium,no,1.6,2919,0.94,2,9.06,85,1628,home_service,busy,0
wifi_issue,laptop,high,no,3.2,1956,0.36,0,1.56,80,948,shop_visit,available,0
overheating,scanner,high,no,2.7,1071,0.61,14,4.95,32,2837,shop_visit,available,0
not_working,desktop,medium,no,2.2,41,0.42,12,1.34,34,1983,shop_visit,available,1
wifi_issue,printer,medium,yes,4.5,692,0.86,8,5.88,16,1085,home_service,available,1
wifi_issue,desktop,low,no,4.1,2262,0.5,2,7.61,84,2680,home_service,available,0
power_issue,router,low,yes,4.8,2512,0.49,9,12.43,14,2832,home_service,available,1
broken_screen,printer,medium,yes,2.4,2437,0.82,3,6.39,97,785,home_service,available,1
wifi_issue,scanner,medium,no,3.8,1353,0.76,4,0.84,30,597,home_service,available,0
slow_performance,laptop,high,no,3.3,187,0.83,9,7.66,11,1459,home_service,busy,1
wifi_issue,printer,medium,yes,1.9,2882,0.41,4,3.72,11,1271,shop_visit,available,0
broken_screen,laptop,low,no,2.0,1807,0.61,5,13.28,40,1439,home_service,available,0
slow_performance,scanner,low,no,2.4,2042,0.82,5,6.16,91,511,home_service,available,1
strange_noise,desktop,medium,no,2.3,2635,0.89,0,7.93,105,2469,home_service,available,0
power_issue,printer,medium,yes,2.6,1875,0.41,10,1.05,52,2198,shop_visit,available,1
wifi_issue,cctv,medium,no,3.8,2094,0.52,11,10.74,63,1665,shop_visit,available,1
strange_noise,scanner,medium,no,3.1,2238,0.84,10,5.2,72,2323,shop_visit,busy,0
power_issue,scanner,medium,no,3.3,2493,0.62,13,6.19,88,614,shop_visit,available,0
slow_performance,router,medium,no,4.0,2532,0.44,1,11.98,44,1219,shop_visit,available,0
wifi_issue,printer,medium,yes,4.3,1990,0.92,14,9.14,118,1655,home_service,available,1
not_working,router,high,yes,2.9,1803,0.41,11,10.7,70,2897,shop_visit,busy,1
overheating,router,high,yes,2.4,2184,0.69,12,9.38,114,2572,shop_visit,offline,0
power_issue,desktop,medium,no,2.0,2794,0.93,4,1.87,118,2037,shop_visit,busy,0
overheating,desktop,high,no,1.5,2181,0.4,6,6.5,88,2118,home_service,offline,0
strange_noise,printer,high,no,2.9,656,0.51,9,13.67,67,1320,home_service,available,1
strange_noise,scanner,low,no,3.6,15,0.81,12,2.68,7,1670,shop_visit,busy,1
slow_performance,router,high,no,3.6,908,0.66,11,10.93,113,1754,shop_visit,available,1
overheating,scanner,high,yes,4.8,898,0.53,4,4.11,62,719,shop_visit,available,1
power_issue,printer,medium,no,4.4,1579,0.5,0,9.13,86,1358,home_service,available,1
strange_noise,router,medium,no,2.1,1842,0.57,14,2.76,74,853,shop_visit,offline,0
wifi_issue,scanner,high,yes,2.3,2845,0.61,1,7.36,66,1522,shop_visit,available,1
wifi_issue,laptop,high,no,1.9,2626,0.66,8,1.17,103,1438,shop_visit,busy,0
overheating,cctv,high,yes,4.0,1375,0.52,1,7.66,22,2131,home_service,available,0
power_issue,laptop,medium,no,3.9,241,0.77,13,8.48,109,2498,shop_visit,busy,1
overheating,cctv,medium,no,2.8,292,0.43,7,0.85,52,249,shop_visit,available,0
overheating,scanner,high,no,3.1,2036,0.5,9,7.83,38,2671,home_service,busy,0
not_working,scanner,high,no,3.2,1610,0.63,4,3.69,78,301,home_service,available,0
slow_performance,desktop,low,yes,2.2,1158,0.67,4,9.49,59,2643,home_service,busy,1
not_working,laptop,low,yes,3.6,953,0.84,8,10.35,10,2636,home_service,available,1
not_working,laptop,high,no,2.3,2484,0.54,0,1.86,40,1158,home_service,available,0
power_issue,router,medium,yes,3.0,2977,0.75,10,6.29,27,346,shop_visit,available,0
not_working,desktop,medium,no,4.4,2981,0.42,7,9.44,24,1036,home_service,busy,0
not_working,scanner,high,yes,4.6,2973,0.54,11,13.48,46,1186,home_service,offline,1
broken_screen,desktop,high,no,3.8,2367,0.55,15,8.2,58,1297,shop_visit,offline,0
slow_performance,laptop,high,yes,2.8,1529,0.6,5,13.19,54,1022,home_service,busy,0
power_issue,printer,low,yes,1.7,1753,0.34,1,4.19,112,413,home_service,offline,0
wifi_issue,desktop,high,yes,1.8,1400,0.56,4,1.75,39,1117,home_service,busy,1
power_issue,laptop,high,yes,2.4,1098,0.4,8,1.42,59,449,home_service,busy,0
broken_screen,scanner,high,yes,2.9,2009,0.57,6,5.58,116,1149,home_service,available,1
power_issue,printer,medium,yes,3.3,292,0.94,14,3.79,69,2111,shop_visit,available,0
overheating,desktop,high,yes,3.1,300,0.56,7,10.8,73,729,shop_visit,offline,1
wifi_issue,printer,medium,yes,4.0,1370,0.7,15,11.46,91,1932,home_service,offline,0
strange_noise,cctv,low,no,4.2,2675,0.4,9,5.52,87,1660,shop_visit,busy,1
wifi_issue,cctv,medium,yes,5.0,1501,0.88,8,4.68,105,1122,shop_visit,offline,0
overheating,desktop,low,no,3.1,2546,0.79,10,13.1,108,1388,shop_visit,available,1
not_working,router,medium,no,3.7,126,0.77,15,7.39,77,543,shop_visit,available,1
strange_noise,scanner,high,yes,3.7,1786,0.57,9,1.75,24,803,shop_visit,busy,0
slow_performance,laptop,high,yes,2.3,792,0.42,6,5.71,23,283,home_service,busy,1
wifi_issue,router,low,yes,1.8,2659,0.6,12,11.75,73,2860,home_service,available,1
broken_screen,laptop,low,yes,2.2,738,0.36,6,14.47,16,384,shop_visit,busy,0
not_working,printer,medium,yes,1.8,430,0.48,9,14.83,85,1762,home_service,available,0
not_working,laptop,low,no,1.8,2477,0.83,2,4.87,56,1882,home_service,busy,0
not_working,scanner,medium,yes,3.3,996,0.45,6,13.72,41,1670,shop_visit,busy,0
overheating,cctv,low,no,2.3,2608,0.55,6,5.05,23,2836,shop_visit,offline,0
power_issue,printer,low,no,2.6,903,0.56,12,8.21,49,1829,home_service,busy,0
overheating,router,medium,no,4.1,1495,0.78,0,13.38,63,2399,home_service,available,0
not_working,router,high,no,3.7,343,0.87,3,2.66,66,1565,home_service,offline,1
broken_screen,desktop,low,no,2.1,223,0.81,0,1.2,87,2737,home_service,available,0
